"playerNr"	"period"	"nAnimals"	"animalName"	"treatment"	"firstEstimate"	"secondEstimate"	"p1"	"p2"	"p3"	"meanP"	"varP"	"skewP"	"counterI"	"counterII"	"counterIII"	"age"	"gender"	"SocInfo"	"S"	"emulTreat"	"case"	"inaccuracy"	"d1"	"d2"	"d3"	"e2"	"normS"
"2442"	76	9	62	"crane"	6	66	69	47	71	89	69	444	-0.094	1	9	1	NA	NA	"1"	1	NA	5	4	0.287878787878788	0.0757575757575758	0.348484848484849	0.0454545454545455	NA
"2451"	76	18	69	"flamingo"	6	99	85	68	80	81	76.333	52.333	-0.377	1	18	1	NA	NA	"0.617637975912119"	0.617637975912119	NA	3	30	0.181818181818182	0.191919191919192	0.313131313131313	0.141414141414141	NA
"2453"	76	20	97	"cricket"	6	122	103	55	60	93	69.333	426.333	0.36	1	20	1	NA	NA	"0.360757210397403"	0.360757210397403	NA	3	25	0.237704918032787	0.508196721311475	0.549180327868853	0.155737704918033	NA
"2455"	76	22	97	"bee"	6	108	99	58	67	79	68	111	0.094	1	22	1	NA	NA	"0.225"	0.225	NA	3	11	0.268518518518519	0.37962962962963	0.462962962962963	0.0833333333333333	NA
"2459"	76	26	53	"ant"	6	52	41	26	32	36	31.333	25.333	-0.13	1	26	1	NA	NA	"0.532249479847099"	0.532249479847099	NA	3	1	0.307692307692308	0.384615384615385	0.5	0.211538461538462	NA
"2484"	78	11	98	"ant"	6	72	76	35	89	110	78	1497	-0.261	5	1	5	NA	NA	"0.666666666666667"	0.666666666666667	NA	5	26	0.513888888888889	0.236111111111111	0.527777777777778	0.0555555555555556	NA
"2487"	78	14	85	"crane"	6	72	78	45	86	92	74.333	654.333	-0.361	5	4	5	NA	NA	"2.57179597085298"	NA	NA	5	13	0.375	0.194444444444444	0.277777777777778	0.0833333333333333	NA
"2488"	78	15	84	"cricket"	6	67	68	51	70	108	76.333	842.333	0.208	5	5	5	NA	NA	"0.107146683810136"	0.107146683810136	NA	5	17	0.238805970149254	0.0447761194029851	0.611940298507463	0.0149253731343284	NA
"2490"	78	17	98	"bee"	6	80	79	30	58	91	59.667	932.333	0.054	5	7	5	NA	NA	"0.049181134116953"	0.0491811341169527	NA	5	18	0.1375	0.275	0.625	0.0125	NA
"2491"	78	18	50	"flamingo"	6	39	39	23	33	42	32.667	90.333	-0.035	5	8	5	NA	NA	"0"	0	NA	5	11	0.0769230769230769	0.153846153846154	0.41025641025641	0	NA
"2492"	78	19	62	"crane"	6	71	71	51	67	96	71.333	520.333	0.183	5	9	5	NA	NA	"0"	0	NA	7	9	0.28169014084507	0.0563380281690141	0.352112676056338	0	NA
"2501"	78	28	69	"flamingo"	6	65	65	27	50	71	49.333	484.333	-0.03	5	18	5	NA	NA	"0"	0	NA	5	4	0.0923076923076923	0.230769230769231	0.584615384615385	0	NA
"2503"	78	30	97	"cricket"	6	92	91	80	112	124	105.333	517.333	-0.268	5	20	5	NA	NA	"-0.075001875046876"	-0.0750018750468762	NA	5	5	0.130434782608696	0.217391304347826	0.347826086956522	0.0108695652173913	NA
"2505"	78	32	97	"bee"	6	70	71	24	122	125	90.333	3302.333	-0.384	5	22	5	NA	NA	"0.049181134116953"	0.0491811341169527	NA	5	27	0.657142857142857	0.742857142857143	0.785714285714286	0.0142857142857143	NA
"2509"	78	36	53	"ant"	6	44	44	38	44	47	43	21	-0.208	5	26	5	NA	NA	"0"	0	NA	6	9	0.0681818181818182	0	0.136363636363636	0	NA
"2519"	79	6	98	"ant"	6	49	63	40	77	118	78.333	1522.333	0.034	5	1	1	NA	NA	"0.477278150888078"	0.477278150888078	NA	5	49	0.183673469387755	0.571428571428571	1.40816326530612	0.285714285714286	NA
"2522"	79	9	85	"crane"	6	77	77	68	70	108	82	508	0.381	5	4	1	NA	NA	"0"	0	NA	7	8	0.116883116883117	0.0909090909090909	0.402597402597403	0	NA
"2523"	79	10	84	"cricket"	6	72	65	54	57	71	60.667	82.333	0.338	5	5	1	NA	NA	"0.617665225447807"	0.617665225447807	NA	5	12	0.0138888888888889	0.208333333333333	0.25	0.0972222222222222	NA
"2525"	79	12	98	"bee"	6	59	75	36	79	81	65.333	646.333	-0.382	5	7	1	NA	NA	"2.52644876046108"	NA	NA	5	39	0.389830508474576	0.338983050847458	0.372881355932203	0.271186440677966	NA
"2526"	79	13	50	"flamingo"	6	50	66	32	36	87	51.667	940.333	0.378	5	8	1	NA	NA	"9.59808038392321"	NA	NA	7	0	0.36	0.28	0.74	0.32	NA
"2527"	79	14	62	"crane"	6	62	63	53	57	85	65	304	0.362	5	9	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	7	0	0.145161290322581	0.0806451612903226	0.370967741935484	0.0161290322580645	NA
"2536"	79	23	69	"flamingo"	6	47	47	37	45	67	49.667	241.333	0.273	5	18	1	NA	NA	"0"	0	NA	7	22	0.212765957446809	0.0425531914893617	0.425531914893617	0	NA
"2538"	79	25	97	"cricket"	6	65	68	34	64	107	68.333	1346.333	0.116	5	20	1	NA	NA	"0.9000900090009"	0.900090009000901	NA	7	32	0.476923076923077	0.0153846153846154	0.646153846153846	0.0461538461538462	NA
"2540"	79	27	97	"bee"	6	66	66	40	64	85	63	507	-0.044	5	22	1	NA	NA	"0"	0	NA	5	31	0.287878787878788	0.0303030303030303	0.393939393939394	0	NA
"2544"	79	31	53	"ant"	6	39	41	32	49	64	48.333	256.333	-0.042	5	26	1	NA	NA	"0.214293367620272"	0.214293367620272	NA	5	14	0.179487179487179	0.256410256410256	0.641025641025641	0.0512820512820513	NA
"2575"	81	1	98	"ant"	6	50	48	32	53	116	67	1911	0.287	1	1	1	NA	NA	"-0.117647058823529"	-0.117647058823529	NA	5	48	0.36	0.06	1.32	0.04	NA
"2578"	81	4	85	"crane"	6	83	88	62	85	105	84	463	-0.046	1	4	1	NA	NA	"5"	NA	NA	7	2	0.253012048192771	0.0240963855421687	0.265060240963855	0.0602409638554217	NA
"2579"	81	5	84	"cricket"	6	80	75	61	62	77	66.667	80.333	0.38	1	5	1	NA	NA	"0.375009375234381"	0.375009375234381	NA	5	4	0.0375	0.225	0.2375	0.0625	NA
"2581"	81	7	98	"bee"	6	54	63	60	77	120	85.667	956.333	0.258	1	7	1	NA	NA	"0.28420753465753"	0.28420753465753	NA	5	44	0.111111111111111	0.425925925925926	1.22222222222222	0.166666666666667	NA
"2582"	81	8	50	"flamingo"	6	47	45	33	46	73	50.667	416.333	0.217	1	8	1	NA	NA	"-0.545404963185165"	-0.545404963185165	NA	5	3	0.297872340425532	0.0212765957446809	0.553191489361702	0.0425531914893617	NA
"2583"	81	9	62	"crane"	6	60	65	62	74	85	73.667	132.333	-0.029	1	9	1	NA	NA	"0.365844735494256"	0.365844735494256	NA	5	2	0.0333333333333333	0.233333333333333	0.416666666666667	0.0833333333333333	NA
"2592"	81	18	69	"flamingo"	6	54	51	48	64	67	59.667	104.333	-0.348	1	18	1	NA	NA	"-0.529380624669137"	-0.529380624669137	NA	5	15	0.111111111111111	0.185185185185185	0.240740740740741	0.0555555555555556	NA
"2594"	81	20	97	"cricket"	6	60	62	59	91	99	83	448	-0.324	1	20	1	NA	NA	"0.086956521739131"	0.0869565217391304	NA	5	37	0.0166666666666667	0.516666666666667	0.65	0.0333333333333333	NA
"2596"	81	22	97	"bee"	6	80	77	66	73	96	78.333	246.333	0.301	1	22	1	NA	NA	"1.7996400719856"	1.7996400719856	NA	5	17	0.2	0.0875	0.175	0.0375	NA
"2600"	81	26	53	"ant"	6	48	51	22	26	53	33.667	284.333	0.361	1	26	1	NA	NA	"-0.209307193190539"	-0.209307193190539	NA	5	5	0.104166666666667	0.458333333333333	0.541666666666667	0.0625	NA
"2615"	82	1	98	"ant"	6	57	54	36	52	118	68.667	1889.333	0.327	1	1	1	NA	NA	"-0.257135510413988"	-0.257135510413988	NA	7	41	0.368421052631579	0.087719298245614	1.07017543859649	0.0526315789473684	NA
"2618"	82	4	85	"crane"	6	97	85	31	58	115	68	1839	0.221	1	4	1	NA	NA	"0.413793103448276"	0.413793103448276	NA	5	12	0.185567010309278	0.402061855670103	0.680412371134021	0.123711340206186	NA
"2619"	82	5	84	"cricket"	6	66	68	72	77	87	78.667	58.333	0.208	1	5	1	NA	NA	"0.157890581826794"	0.157890581826794	NA	3	18	0.0909090909090909	0.166666666666667	0.318181818181818	0.0303030303030303	NA
"2621"	82	7	98	"bee"	6	52	50	22	68	80	56.667	937.333	-0.319	1	7	1	NA	NA	"-0.428540818512963"	-0.428540818512963	NA	5	46	0.576923076923077	0.307692307692308	0.538461538461538	0.0384615384615385	NA
"2622"	82	8	50	"flamingo"	6	61	57	12	44	52	36	448	-0.324	1	8	1	NA	NA	"0.16"	0.16	NA	3	11	0.147540983606557	0.278688524590164	0.80327868852459	0.0655737704918033	NA
"2623"	82	9	62	"crane"	6	88	86	64	66	96	75.333	321.333	0.38	1	9	1	NA	NA	"0.157890581826794"	0.157890581826794	NA	5	26	0.0909090909090909	0.25	0.272727272727273	0.0227272727272727	NA
"2632"	82	18	69	"flamingo"	6	61	61	37	41	65	47.667	229.333	0.355	1	18	1	NA	NA	"0"	0	NA	5	8	0.0655737704918033	0.327868852459016	0.39344262295082	0	NA
"2634"	82	20	97	"cricket"	6	75	75	81	95	133	103	724	0.271	1	20	1	NA	NA	"0"	0	NA	2	22	0.08	0.266666666666667	0.773333333333333	0	NA
"2636"	82	22	97	"bee"	6	54	55	49	73	106	76	819	0.104	1	22	1	NA	NA	"0.045454545454546"	0.0454545454545455	NA	5	43	0.0925925925925926	0.351851851851852	0.962962962962963	0.0185185185185185	NA
"2640"	82	26	53	"ant"	6	48	47	22	26	53	33.667	284.333	0.361	1	26	1	NA	NA	"0.069769064396847"	0.0697690643968465	NA	5	5	0.104166666666667	0.458333333333333	0.541666666666667	0.0208333333333333	NA
"2660"	83	6	98	"ant"	6	37	38	60	104	109	91	727	-0.37	1	1	5	NA	NA	"0.018518518518519"	0.0185185185185185	NA	3	61	0.621621621621622	1.81081081081081	1.94594594594595	0.027027027027027	NA
"2663"	83	9	85	"crane"	6	60	60	44	66	103	71	889	0.163	1	4	5	NA	NA	"0"	0	NA	5	25	0.266666666666667	0.1	0.716666666666667	0	NA
"2664"	83	10	84	"cricket"	6	38	39	43	78	101	74	853	-0.134	1	5	5	NA	NA	"0.027777777777778"	0.0277777777777778	NA	3	46	0.131578947368421	1.05263157894737	1.65789473684211	0.0263157894736842	NA
"2666"	83	12	98	"bee"	6	51	55	67	81	106	84.667	390.333	0.179	1	7	5	NA	NA	"0.118810704844506"	0.118810704844506	NA	3	47	0.313725490196078	0.588235294117647	1.07843137254902	0.0784313725490196	NA
"2667"	83	13	50	"flamingo"	6	28	30	12	45	53	36.667	472.333	-0.327	1	8	5	NA	NA	"0.230760355370947"	0.230760355370947	NA	5	22	0.571428571428571	0.607142857142857	0.892857142857143	0.0714285714285714	NA
"2668"	83	14	62	"crane"	6	42	42	28	72	73	57.667	660.333	-0.384	1	9	5	NA	NA	"0"	0	NA	5	20	0.333333333333333	0.714285714285714	0.738095238095238	0	NA
"2677"	83	23	69	"flamingo"	6	50	50	65	72	75	70.667	26.333	-0.242	1	18	5	NA	NA	"0"	0	NA	2	19	0.3	0.44	0.5	0	NA
"2679"	83	25	97	"cricket"	6	60	60	59	91	99	83	448	-0.324	1	20	5	NA	NA	"0"	0	NA	5	37	0.0166666666666667	0.516666666666667	0.65	0	NA
"2681"	83	27	97	"bee"	6	68	68	61	75	96	77.333	310.333	0.13	1	22	5	NA	NA	"0"	0	NA	5	29	0.102941176470588	0.102941176470588	0.411764705882353	0	NA
"2685"	83	31	53	"ant"	6	30	33	32	46	65	47.667	274.333	0.1	1	26	5	NA	NA	"0.169808116827984"	0.169808116827984	NA	5	23	0.0666666666666667	0.533333333333333	1.16666666666667	0.1	NA
"2705"	84	11	98	"ant"	6	82	87	32	60	112	68	1648	0.189	5	1	5	NA	NA	"-0.357142857142857"	-0.357142857142857	NA	5	16	0.365853658536585	0.268292682926829	0.609756097560976	0.0609756097560976	NA
"2708"	84	14	85	"crane"	6	89	93	54	97	104	85	733	-0.356	5	4	5	NA	NA	"-1"	NA	NA	7	4	0.168539325842697	0.0898876404494382	0.393258426966292	0.0449438202247191	NA
"2709"	84	15	84	"cricket"	6	79	70	40	59	72	57	259	-0.122	5	5	5	NA	NA	"0.409090909090909"	0.409090909090909	NA	5	5	0.0886075949367089	0.253164556962025	0.493670886075949	0.113924050632911	NA
"2711"	84	17	98	"bee"	6	90	92	26	81	95	67.333	1330.333	-0.322	5	7	5	NA	NA	"-0.088233996558874"	-0.0882339965588741	NA	5	8	0.0555555555555556	0.1	0.711111111111111	0.0222222222222222	NA
"2712"	84	18	50	"flamingo"	6	61	55	12	44	52	36	448	-0.324	5	8	5	NA	NA	"0.24"	0.24	NA	3	11	0.147540983606557	0.278688524590164	0.80327868852459	0.0983606557377049	NA
"2713"	84	19	62	"crane"	6	68	68	53	65	82	66.667	212.333	0.113	5	9	5	NA	NA	"0"	0	NA	5	6	0.205882352941176	0.0441176470588235	0.220588235294118	0	NA
"2722"	84	28	69	"flamingo"	6	68	70	61	72	96	76.333	320.333	0.228	5	18	5	NA	NA	"0.240009600384015"	0.240009600384015	NA	5	1	0.102941176470588	0.0588235294117647	0.411764705882353	0.0294117647058824	NA
"2724"	84	30	97	"cricket"	6	83	84	67	98	120	95	709	-0.111	5	20	5	NA	NA	"0.083333333333333"	0.0833333333333333	NA	5	14	0.192771084337349	0.180722891566265	0.44578313253012	0.0120481927710843	NA
"2726"	84	32	97	"bee"	6	92	91	38	72	100	70	964	-0.064	5	22	5	NA	NA	"0.045454545454546"	0.0454545454545455	NA	5	5	0.0869565217391304	0.217391304347826	0.58695652173913	0.0108695652173913	NA
"2730"	84	36	53	"ant"	6	56	53	27	58	66	50.333	424.333	-0.321	5	26	5	NA	NA	"0.529380624669137"	0.529380624669137	NA	7	3	0.178571428571429	0.0357142857142857	0.517857142857143	0.0535714285714286	NA
"2740"	85	6	98	"ant"	6	70	70	39	66	118	74.333	1612.333	0.199	5	1	1	NA	NA	"0"	0	NA	7	28	0.442857142857143	0.0571428571428571	0.685714285714286	0	NA
"2743"	85	9	85	"crane"	6	90	90	66	86	121	91	775	0.174	5	4	1	NA	NA	"0"	0	NA	7	5	0.266666666666667	0.0444444444444444	0.344444444444444	0	NA
"2744"	85	10	84	"cricket"	6	80	76	61	62	77	66.667	80.333	0.38	5	5	1	NA	NA	"0.300007500187505"	0.300007500187505	NA	5	4	0.0375	0.225	0.2375	0.05	NA
"2746"	85	12	98	"bee"	6	86	86	75	94	119	96	487	0.09	5	7	1	NA	NA	"0"	0	NA	5	12	0.127906976744186	0.0930232558139535	0.383720930232558	0	NA
"2747"	85	13	50	"flamingo"	6	47	47	33	46	73	50.667	416.333	0.217	5	8	1	NA	NA	"0"	0	NA	7	3	0.297872340425532	0.0212765957446809	0.553191489361702	0	NA
"2748"	85	14	62	"crane"	6	68	68	53	65	82	66.667	212.333	0.113	5	9	1	NA	NA	"0"	0	NA	5	6	0.205882352941176	0.0441176470588235	0.220588235294118	0	NA
"2757"	85	23	69	"flamingo"	6	79	79	39	58	101	66	1009	0.236	5	18	1	NA	NA	"0"	0	NA	5	10	0.278481012658228	0.265822784810127	0.506329113924051	0	NA
"2759"	85	25	97	"cricket"	6	94	95	74	104	110	96	372	-0.343	5	20	1	NA	NA	"0.5"	0.5	NA	5	3	0.212765957446809	0.106382978723404	0.170212765957447	0.0106382978723404	NA
"2761"	85	27	97	"bee"	6	83	83	57	65	135	85.667	1841.333	0.37	5	22	1	NA	NA	"0"	0	NA	7	14	0.313253012048193	0.216867469879518	0.626506024096386	0	NA
"2765"	85	31	53	"ant"	6	42	43	47	59	65	57	84	-0.208	5	26	1	NA	NA	"0.066666666666667"	0.0666666666666667	NA	3	11	0.119047619047619	0.404761904761905	0.547619047619048	0.0238095238095238	NA
"2785"	86	11	98	"ant"	6	70	72	39	66	118	74.333	1612.333	0.199	5	1	5	NA	NA	"0.461573967228248"	0.461573967228249	NA	7	28	0.442857142857143	0.0571428571428571	0.685714285714286	0.0285714285714286	NA
"2788"	86	14	85	"crane"	6	75	82	103	105	106	104.667	2.333	-0.208	5	4	5	NA	NA	"0.235952405029157"	0.235952405029157	NA	3	10	0.373333333333333	0.4	0.413333333333333	0.0933333333333333	NA
"2789"	86	15	84	"cricket"	6	94	95	54	60	108	74	876	0.367	5	5	5	NA	NA	"-0.05"	-0.05	NA	5	10	0.148936170212766	0.361702127659574	0.425531914893617	0.0106382978723404	NA
"2791"	86	17	98	"bee"	6	84	82	63	79	100	80.667	344.333	0.089	5	7	5	NA	NA	"0.6000600060006"	0.6000600060006	NA	5	14	0.19047619047619	0.0595238095238095	0.25	0.0238095238095238	NA
"2792"	86	18	50	"flamingo"	6	50	53	32	36	87	51.667	940.333	0.378	5	8	5	NA	NA	"1.7996400719856"	1.7996400719856	NA	7	0	0.36	0.28	0.74	0.06	NA
"2793"	86	19	62	"crane"	6	58	58	53	55	72	60	109	0.369	5	9	5	NA	NA	"0"	0	NA	7	4	0.0862068965517241	0.0517241379310345	0.241379310344828	0	NA
"2802"	86	28	69	"flamingo"	6	63	62	53	55	80	62.667	226.333	0.377	5	18	5	NA	NA	"3.00300300300302"	NA	NA	5	6	0.26984126984127	0.126984126984127	0.158730158730159	0.0158730158730159	NA
"2804"	86	30	97	"cricket"	6	70	76	72	97	110	93	373	-0.198	5	20	5	NA	NA	"0.260869565217391"	0.260869565217391	NA	5	27	0.0285714285714286	0.385714285714286	0.571428571428571	0.0857142857142857	NA
"2806"	86	32	97	"bee"	6	60	75	60	68	128	85.333	1381.333	0.365	5	22	5	NA	NA	"0.592113054119133"	0.592113054119133	NA	7	37	0	0.133333333333333	1.13333333333333	0.25	NA
"2810"	86	36	53	"ant"	6	46	51	54	55	59	56	7	0.324	5	26	5	NA	NA	"0.5"	0.5	NA	3	7	0.173913043478261	0.195652173913043	0.282608695652174	0.108695652173913	NA
"2851"	88	1	98	"ant"	6	60	63	52	86	112	83.333	905.333	-0.088	1	1	1	NA	NA	"0.128573265332362"	0.128573265332362	NA	5	38	0.133333333333333	0.433333333333333	0.866666666666667	0.05	NA
"2854"	88	4	85	"crane"	6	76	70	31	65	105	67	1372	0.054	1	4	1	NA	NA	"0.666666666666667"	0.666666666666667	NA	5	9	0.381578947368421	0.144736842105263	0.592105263157895	0.0789473684210526	NA
"2855"	88	5	84	"cricket"	6	58	72	45	71	75	63.667	265.333	-0.359	1	5	1	NA	NA	"2.47044291512264"	NA	NA	7	26	0.224137931034483	0.224137931034483	0.293103448275862	0.241379310344828	NA
"2857"	88	7	98	"bee"	6	67	81	22	101	106	76.333	2220.333	-0.38	1	7	1	NA	NA	"1.50005357334191"	1.50005357334191	NA	5	31	0.671641791044776	0.507462686567164	0.582089552238806	0.208955223880597	NA
"2858"	88	8	50	"flamingo"	6	47	59	33	46	73	50.667	416.333	0.217	1	8	1	NA	NA	"3.27242977911099"	NA	NA	7	3	0.297872340425532	0.0212765957446809	0.553191489361702	0.25531914893617	NA
"2859"	88	9	62	"crane"	6	58	63	53	55	72	60	109	0.369	1	9	1	NA	NA	"2.5"	NA	NA	7	4	0.0862068965517241	0.0517241379310345	0.241379310344828	0.0862068965517241	NA
"2868"	88	18	69	"flamingo"	6	58	66	51	69	86	68.667	306.333	-0.019	1	18	1	NA	NA	"0.749976563232399"	0.749976563232399	NA	5	11	0.120689655172414	0.189655172413793	0.482758620689655	0.137931034482759	NA
"2870"	88	20	97	"cricket"	6	68	63	20	43	80	47.667	916.333	0.15	1	20	1	NA	NA	"0.245905670584764"	0.245905670584764	NA	5	29	0.176470588235294	0.367647058823529	0.705882352941177	0.0735294117647059	NA
"2872"	88	22	97	"bee"	6	55	66	24	70	97	63.667	1362.333	-0.167	1	22	1	NA	NA	"1.26918195454021"	1.26918195454021	NA	5	42	0.563636363636364	0.272727272727273	0.763636363636364	0.2	NA
"2876"	88	26	53	"ant"	6	47	51	38	40	64	47.333	209.333	0.377	1	26	1	NA	NA	"12.0120120120121"	NA	NA	7	6	0.191489361702128	0.148936170212766	0.361702127659574	0.0851063829787234	NA
"2896"	89	6	98	"ant"	6	65	61	33	72	74	59.667	534.333	-0.382	1	1	5	NA	NA	"0.750046877929871"	0.750046877929871	NA	7	33	0.138461538461538	0.107692307692308	0.492307692307692	0.0615384615384615	NA
"2899"	89	9	85	"crane"	6	79	98	65	106	140	103.667	1410.333	-0.062	1	4	5	NA	NA	"0.770259861353225"	0.770259861353225	NA	5	6	0.177215189873418	0.341772151898734	0.772151898734177	0.240506329113924	NA
"2900"	89	10	84	"cricket"	6	62	55	43	45	70	52.667	226.333	0.377	1	5	5	NA	NA	"0.750026786670953"	0.750026786670953	NA	5	22	0.129032258064516	0.274193548387097	0.306451612903226	0.112903225806452	NA
"2902"	89	12	98	"bee"	6	76	62	30	36	104	56.667	1689.333	0.376	1	7	5	NA	NA	"0.724150416386489"	0.724150416386489	NA	5	22	0.368421052631579	0.526315789473684	0.605263157894737	0.184210526315789	NA
"2903"	89	13	50	"flamingo"	6	46	45	33	43	60	45.333	186.333	0.166	1	8	5	NA	NA	"1.49925037481259"	1.49925037481259	NA	5	4	0.304347826086957	0.0652173913043478	0.282608695652174	0.0217391304347826	NA
"2904"	89	14	62	"crane"	6	77	85	66	82	116	88	652	0.222	1	9	5	NA	NA	"0.727272727272727"	0.727272727272727	NA	7	15	0.142857142857143	0.0649350649350649	0.506493506493506	0.103896103896104	NA
"2913"	89	23	69	"flamingo"	6	68	74	61	72	96	76.333	320.333	0.228	1	18	5	NA	NA	"0.720028801152046"	0.720028801152046	NA	7	1	0.102941176470588	0.0588235294117647	0.411764705882353	0.0882352941176471	NA
"2915"	89	25	97	"cricket"	6	71	87	60	98	125	94.333	1066.333	-0.111	1	20	5	NA	NA	"0.685724081772597"	0.685724081772597	NA	5	26	0.154929577464789	0.380281690140845	0.76056338028169	0.225352112676056	NA
"2917"	89	27	97	"bee"	6	73	76	38	85	106	76.333	1212.333	-0.233	1	22	5	NA	NA	"0.9000900090009"	0.900090009000901	NA	5	24	0.479452054794521	0.164383561643836	0.452054794520548	0.0410958904109589	NA
"2921"	89	31	53	"ant"	6	65	54	32	58	59	49.667	234.333	-0.383	1	26	5	NA	NA	"0.717406900150003"	0.717406900150003	NA	7	12	0.0923076923076923	0.107692307692308	0.507692307692308	0.169230769230769	NA
"2964"	91	6	98	"ant"	6	64	62	35	52	112	66.333	1636.333	0.31	5	1	1	NA	NA	"-0.85726532361766"	-0.85726532361766	NA	7	34	0.453125	0.1875	0.75	0.03125	NA
"2967"	91	9	85	"crane"	6	68	70	31	92	140	87.667	2984.333	-0.079	5	4	1	NA	NA	"0.10169319164082"	0.10169319164082	NA	5	17	0.544117647058823	0.352941176470588	1.05882352941176	0.0294117647058824	NA
"2968"	91	10	84	"cricket"	6	61	61	42	44	66	50.667	177.333	0.375	5	5	1	NA	NA	"0"	0	NA	5	23	0.0819672131147541	0.278688524590164	0.311475409836066	0	NA
"2970"	91	12	98	"bee"	6	61	61	22	81	113	72	2131	-0.188	5	7	1	NA	NA	"0"	0	NA	5	37	0.639344262295082	0.327868852459016	0.852459016393443	0	NA
"2971"	91	13	50	"flamingo"	6	53	53	30	50	65	48.333	308.333	-0.094	5	8	1	NA	NA	"0"	0	NA	5	3	0.226415094339623	0.0566037735849057	0.433962264150943	0	NA
"2972"	91	14	62	"crane"	6	62	62	53	57	85	65	304	0.362	5	9	1	NA	NA	"0"	0	NA	7	0	0.145161290322581	0.0806451612903226	0.370967741935484	0	NA
"2981"	91	23	69	"flamingo"	6	62	63	54	66	75	65	111	-0.094	5	18	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	5	7	0.129032258064516	0.0645161290322581	0.209677419354839	0.0161290322580645	NA
"2983"	91	25	97	"cricket"	6	67	68	59	74	113	82	777	0.263	5	20	1	NA	NA	"0.066666666666667"	0.0666666666666667	NA	5	30	0.119402985074627	0.104477611940299	0.686567164179104	0.0149253731343284	NA
"2985"	91	27	97	"bee"	6	70	71	24	122	125	90.333	3302.333	-0.384	5	22	1	NA	NA	"0.049181134116953"	0.0491811341169527	NA	5	27	0.657142857142857	0.742857142857143	0.785714285714286	0.0142857142857143	NA
"2989"	91	31	53	"ant"	6	41	42	50	59	64	57.667	50.333	-0.181	5	26	1	NA	NA	"0.059998800024"	0.0599988000239995	NA	3	12	0.219512195121951	0.439024390243902	0.560975609756098	0.024390243902439	NA
"3009"	92	11	98	"ant"	6	71	77	43	50	110	67.667	1356.333	0.369	5	1	5	NA	NA	"-1.8001800180018"	NA	NA	5	27	0.549295774647887	0.295774647887324	0.394366197183099	0.0845070422535211	NA
"3012"	92	14	85	"crane"	6	91	89	60	87	108	85	579	-0.083	5	4	5	NA	NA	"0.333333333333333"	0.333333333333333	NA	5	6	0.186813186813187	0.043956043956044	0.340659340659341	0.021978021978022	NA
"3013"	92	15	84	"cricket"	6	93	86	63	70	77	70	49	0	5	5	5	NA	NA	"0.304347826086957"	0.304347826086957	NA	3	9	0.172043010752688	0.247311827956989	0.32258064516129	0.0752688172043011	NA
"3015"	92	17	98	"bee"	6	95	96	84	99	105	96	117	-0.256	5	7	5	NA	NA	"1"	1	NA	5	3	0.115789473684211	0.0421052631578947	0.105263157894737	0.0105263157894737	NA
"3016"	92	18	50	"flamingo"	6	59	57	42	49	60	50.333	82.333	0.144	5	8	5	NA	NA	"0.230760355370947"	0.230760355370947	NA	5	9	0.0169491525423729	0.169491525423729	0.288135593220339	0.0338983050847458	NA
"3017"	92	19	62	"crane"	6	82	73	32	44	57	44.333	156.333	0.027	5	9	5	NA	NA	"0.238935938620012"	0.238935938620012	NA	3	20	0.304878048780488	0.463414634146341	0.609756097560976	0.109756097560976	NA
"3026"	92	28	69	"flamingo"	6	67	74	21	71	72	54.667	850.333	-0.384	5	18	5	NA	NA	"-0.567582907646153"	-0.567582907646153	NA	1	2	0.0746268656716418	0.0597014925373134	0.686567164179104	0.104477611940299	NA
"3028"	92	30	97	"cricket"	6	91	95	43	114	125	94	1981	-0.359	5	20	5	NA	NA	"1.33333333333333"	1.33333333333333	NA	5	6	0.527472527472527	0.252747252747253	0.373626373626374	0.043956043956044	NA
"3030"	92	32	97	"bee"	6	93	94	97	105	150	117.333	816.333	0.351	5	22	5	NA	NA	"0.041096453376074"	0.0410964533760736	NA	3	4	0.043010752688172	0.129032258064516	0.612903225806452	0.010752688172043	NA
"3034"	92	36	53	"ant"	6	42	51	47	59	65	57	84	-0.208	5	26	5	NA	NA	"0.6"	0.6	NA	5	11	0.119047619047619	0.404761904761905	0.547619047619048	0.214285714285714	NA
"3071"	95	6	98	"ant"	6	55	54	32	59	104	65	1323	0.16	1	1	5	NA	NA	"-0.1"	-0.1	NA	5	43	0.418181818181818	0.0727272727272727	0.890909090909091	0.0181818181818182	NA
"3074"	95	9	85	"crane"	6	70	64	59	63	66	62.667	12.333	-0.094	1	4	5	NA	NA	"0.818219009954998"	0.818219009954998	NA	5	15	0.0571428571428571	0.1	0.157142857142857	0.0857142857142857	NA
"3075"	95	10	84	"cricket"	6	53	48	39	42	79	53.333	496.333	0.377	1	5	5	NA	NA	"-15.0150150150151"	NA	NA	7	31	0.264150943396226	0.207547169811321	0.490566037735849	0.0943396226415094	NA
